time,open,close,low,high,amount,vol,count
2018-09-17 06:00:00,6492.91,6499.14,6482.38,6500.15,417.0277501178033,2707439.737727,2105
2018-09-17 05:00:00,6502.92,6494.3,6486.69,6510.87,120.90541389549298,786170.44746331,1918
2018-09-17 04:00:00,6504.67,6502.92,6497.32,6514.95,133.70540272333042,869894.5112289978,2220
2018-09-17 03:00:00,6488.62,6503.45,6485.89,6515.0,139.75361131064315,908233.43859265,2136
2018-09-17 02:00:00,6472.16,6488.35,6472.16,6493.56,100.00221943866362,648519.470878712,1839
2018-09-17 01:00:00,6484.51,6472.16,6421.11,6491.2,884.4732227770145,5722797.161923698,3257
2018-09-17 00:00:00,6481.18,6485.16,6478.66,6494.72,734.2250534761948,4761865.163367563,2990
2018-09-16 23:00:00,6477.74,6481.21,6465.59,6481.32,564.9551868009055,3657577.6152008222,2318
2018-09-16 22:00:00,6482.99,6477.54,6457.0,6483.0,503.28148274630183,3255320.4159973944,4014
2018-09-16 21:00:00,6505.5,6482.99,6475.4,6509.42,492.90794030018594,3200144.510853754,3498
2018-09-16 20:00:00,6498.93,6505.51,6490.34,6510.14,522.8516122262499,3399662.215173084,2723
2018-09-16 19:00:00,6509.49,6499.02,6494.0,6512.64,371.5247138415866,2414552.8692722605,2373
2018-09-16 18:00:00,6490.0,6509.49,6482.43,6520.0,507.63810049596185,3299805.420223339,2866
2018-09-16 17:00:00,6482.98,6490.0,6475.0,6499.27,313.1811199904442,2031966.04397516,2420
2018-09-16 16:00:00,6452.57,6482.97,6447.42,6500.0,483.8488433465483,3134174.9913367596,3151
2018-09-16 15:00:00,6461.08,6453.15,6445.08,6463.77,361.2414607016029,2332531.3907982414,1997
2018-09-16 14:00:00,6469.0,6462.25,6450.0,6469.5,344.5086286670228,2225990.30209541,1835
2018-09-16 13:00:00,6455.35,6469.04,6445.15,6473.36,369.52559078480306,2387599.269513517,2493
2018-09-16 12:00:00,6480.92,6455.37,6375.15,6481.01,1899.9999367611372,12220537.090511054,9960
2018-09-16 11:00:00,6498.48,6480.96,6469.95,6503.33,365.54397558408266,2371649.309890001,2788
2018-09-16 10:00:00,6493.17,6498.94,6476.08,6506.7,377.76009400955763,2452502.625067039,2632
2018-09-16 09:00:00,6512.08,6494.51,6484.32,6520.8,350.48563258133646,2280702.6891396735,2563
2018-09-16 08:00:00,6517.57,6511.04,6496.66,6520.72,304.2697895403135,1980333.2221935396,2334
2018-09-16 07:00:00,6518.64,6517.61,6514.98,6530.4,311.26137863584273,2030435.9620969,2039
2018-09-16 06:00:00,6501.22,6518.85,6497.15,6533.16,352.69342598162865,2299454.22391693,1990
2018-09-16 05:00:00,6531.64,6501.24,6472.0,6536.3,627.3407907257136,4079391.5285656624,3520
2018-09-16 04:00:00,6533.08,6531.64,6520.35,6536.86,361.2123292019916,2357910.1605778476,1502
2018-09-16 03:00:00,6521.66,6533.09,6507.18,6538.84,323.77006984125296,2113500.56745925,1922
2018-09-16 02:00:00,6543.97,6523.61,6505.05,6547.1,370.38747116174727,2419325.9746533427,2515
2018-09-16 01:00:00,6545.67,6543.99,6527.75,6555.19,338.02790476269297,2211362.6724479897,2656
2018-09-16 00:00:00,6537.07,6545.7,6526.5,6558.56,372.701589482538,2438014.5370316696,2911
2018-09-15 23:00:00,6539.01,6535.11,6519.41,6544.71,375.8811441498552,2456133.2770513026,2723
2018-09-15 22:00:00,6540.0,6538.32,6531.66,6563.15,697.080759163414,4565163.316304201,4260
2018-09-15 21:00:00,6532.3,6540.0,6530.67,6560.0,687.6160643839903,4501427.181600353,5835
2018-09-15 20:00:00,6522.34,6532.29,6513.93,6535.8,407.72004465618585,2660468.997460443,3312
2018-09-15 19:00:00,6519.36,6522.98,6500.0,6526.4,450.0656486946573,2931074.0537841767,2683
2018-09-15 18:00:00,6532.12,6519.38,6513.46,6550.0,689.0313513451244,4495202.493645809,3059
2018-09-15 17:00:00,6513.11,6532.12,6513.11,6535.0,587.9505884953517,3834133.8164263656,2813
2018-09-15 16:00:00,6498.4,6513.12,6497.61,6532.77,629.8813604216815,4102398.3150334144,3548
2018-09-15 15:00:00,6483.21,6498.7,6482.35,6507.54,466.63791471716945,3030726.85777705,2580
2018-09-15 14:00:00,6495.32,6483.23,6468.0,6495.32,341.47143969453316,2214105.4646013,2775
2018-09-15 13:00:00,6511.78,6495.47,6483.34,6516.81,316.5365760422002,2057761.8688257723,2830
2018-09-15 12:00:00,6496.68,6512.46,6489.56,6517.25,351.7703553265467,2286718.3605102566,3060
2018-09-15 11:00:00,6500.55,6496.67,6482.02,6505.53,330.01768077205855,2143211.0620498736,2989
2018-09-15 10:00:00,6519.64,6500.93,6495.79,6525.0,323.39520087776026,2105520.531561231,3012
2018-09-15 09:00:00,6483.43,6520.0,6482.22,6525.43,376.30916147036265,2447866.560904285,2398
2018-09-15 08:00:00,6476.01,6483.43,6470.08,6501.77,330.8728113435508,2146281.3195277164,2051
2018-09-15 07:00:00,6513.74,6480.23,6455.49,6525.57,448.89628267217057,2917025.604206261,3207
2018-09-15 06:00:00,6508.43,6513.74,6495.0,6536.58,422.03756286174826,2749524.5166503484,2959
2018-09-15 05:00:00,6533.63,6506.89,6501.41,6536.22,366.28754507930825,2389057.5834420463,2265
2018-09-15 04:00:00,6530.49,6533.63,6508.78,6540.0,449.1376191316046,2931567.298347119,3376
2018-09-15 03:00:00,6475.43,6530.51,6474.06,6540.0,501.14236502125596,3257881.1707342574,2955
2018-09-15 02:00:00,6466.58,6475.43,6445.52,6493.35,648.4836649314012,4195692.058292773,4664
2018-09-15 01:00:00,6506.93,6464.44,6464.44,6509.53,499.18247008827103,3237326.406908385,3700
2018-09-15 00:00:00,6481.23,6506.92,6478.07,6520.0,737.1997479158143,4793930.3050211575,5431
2018-09-14 23:00:00,6450.58,6481.21,6450.58,6484.65,439.1302150915551,2841327.7504879865,3055
2018-09-14 22:00:00,6446.87,6450.58,6428.2,6457.37,430.93817644971296,2776655.9811014514,3040
2018-09-14 21:00:00,6466.04,6446.87,6423.59,6469.36,409.9444178816412,2644469.0440340824,3138
2018-09-14 20:00:00,6459.96,6467.26,6443.99,6474.68,328.00617539182144,2118946.264518237,2911
2018-09-14 19:00:00,6438.75,6459.98,6437.39,6484.36,456.3363120147995,2951252.166084813,3824
2018-09-14 18:00:00,6426.16,6439.3,6422.69,6464.53,391.1022399414419,2520965.117230386,3187
2018-09-14 17:00:00,6416.63,6424.86,6411.35,6460.88,1011.6501383872425,6515818.4796296125,6167
2018-09-14 16:00:00,6546.46,6414.95,6388.0,6546.46,2352.7480900337373,15271026.664583664,11294
2018-09-14 15:00:00,6554.68,6546.5,6540.0,6584.04,907.3974115740294,5953727.097746129,5575
2018-09-14 14:00:00,6546.64,6554.68,6538.36,6555.67,549.8718271224543,3600790.922744105,3056
2018-09-14 13:00:00,6543.03,6546.64,6539.08,6565.0,698.955777698431,4581134.677967979,3561
2018-09-14 12:00:00,6546.93,6543.03,6537.39,6562.59,679.7664680029324,4453014.133198766,4588
2018-09-14 11:00:00,6549.01,6546.92,6545.64,6581.0,1246.6623170488438,8183052.17240832,6779
2018-09-14 10:00:00,6486.42,6550.0,6486.42,6556.0,1234.487259680695,8055111.872010783,7200
2018-09-14 09:00:00,6463.74,6487.68,6460.33,6496.98,569.0109067473284,3686980.089882752,4306
2018-09-14 08:00:00,6490.41,6462.63,6452.0,6498.89,534.2833313211826,3459089.6942546847,3833
2018-09-14 07:00:00,6479.82,6489.42,6474.91,6520.0,756.3220667793144,4913795.916787319,4578
2018-09-14 06:00:00,6464.4,6476.9,6463.33,6502.45,786.5639663111411,5101751.4094132595,2798
2018-09-14 05:00:00,6469.51,6464.4,6450.79,6470.78,521.9317236556172,3372754.80472898,1972
2018-09-14 04:00:00,6450.1,6469.99,6418.99,6476.36,441.625483459386,2847471.93215185,3097
2018-09-14 03:00:00,6488.05,6453.02,6432.62,6500.43,516.9844990884045,3340807.13269484,4277
2018-09-14 02:00:00,6501.55,6484.3,6476.71,6508.15,311.73702654477836,2025401.68225143,2627
2018-09-14 01:00:00,6511.68,6504.04,6476.72,6525.72,754.9993381771081,4907335.153475769,4227
2018-09-14 00:00:00,6482.43,6511.68,6480.18,6527.9,1054.1175925437346,6857798.801059011,7383
2018-09-13 23:00:00,6491.82,6482.58,6471.32,6498.22,688.8991794768266,4468371.712551271,3860
2018-09-13 22:00:00,6505.68,6491.82,6490.45,6524.99,844.6950333367776,5494027.146981173,5657
2018-09-13 21:00:00,6457.4,6507.2,6449.99,6528.0,1112.9708928828938,7218002.419750285,6123
2018-09-13 20:00:00,6466.99,6457.75,6436.99,6485.28,785.4523848325204,5077797.818345416,4584
2018-09-13 19:00:00,6444.83,6467.0,6426.51,6467.0,694.6406512791544,4481026.591567406,3856
2018-09-13 18:00:00,6450.27,6444.81,6434.06,6474.8,1500.5565731089105,9688460.252271328,9136
2018-09-13 17:00:00,6423.17,6447.04,6411.77,6482.1,1370.9719881007832,8828887.006147087,8445
2018-09-13 16:00:00,6385.08,6421.4,6385.08,6433.0,523.2336096750811,3351695.754104277,3033
2018-09-13 15:00:00,6389.0,6385.09,6383.42,6400.83,424.07433639393355,2710181.1301349746,3077
2018-09-13 14:00:00,6379.17,6389.0,6377.3,6391.05,393.65527103713885,2513614.7910494357,3419
2018-09-13 13:00:00,6397.56,6379.18,6373.01,6403.0,831.1108764042013,5309100.966875957,3618
2018-09-13 12:00:00,6389.07,6397.56,6388.01,6411.19,708.4596734186964,4533676.4537972715,3158
2018-09-13 11:00:00,6398.52,6388.75,6381.0,6410.83,564.6788250726962,3609188.6423833296,3262
2018-09-13 10:00:00,6402.76,6398.53,6394.0,6404.5,544.0319433571406,3479874.320170813,3834
2018-09-13 09:00:00,6412.97,6402.75,6393.26,6423.1,575.1083445894149,3684204.1907619024,4672
2018-09-13 08:00:00,6337.16,6412.97,6337.02,6436.46,1430.2954838620672,9148101.625062577,7836
2018-09-13 07:00:00,6352.28,6338.54,6325.0,6355.0,1012.9132907448659,6419800.1624357505,3667
2018-09-13 06:00:00,6312.56,6352.35,6310.9,6352.35,807.2696400700854,5109950.1278076125,2925
2018-09-13 05:00:00,6319.24,6312.56,6308.54,6338.0,533.5330855276641,3373606.180180796,2770
2018-09-13 04:00:00,6317.41,6317.77,6301.97,6318.64,408.21404402446865,2575338.572535979,2099
2018-09-13 03:00:00,6316.02,6318.65,6297.83,6334.87,528.179815381793,3337665.2700877725,3487
2018-09-13 02:00:00,6288.71,6315.35,6288.06,6355.0,1204.49486785614,7604649.3864529515,6255
2018-09-13 01:00:00,6270.75,6289.43,6239.48,6314.96,847.7258490133809,5327786.799776807,4953
2018-09-13 00:00:00,6272.68,6270.75,6262.34,6281.0,555.8414557768018,3485996.6159815975,3668
2018-09-12 23:00:00,6280.13,6272.68,6260.93,6290.0,372.62750937299035,2337417.9115069425,3196
2018-09-12 22:00:00,6296.89,6281.86,6262.87,6297.99,639.213033558241,4017318.805701757,3905
2018-09-12 21:00:00,6252.56,6297.23,6245.01,6297.23,465.61306145797874,2919559.994824041,4474
2018-09-12 20:00:00,6245.72,6252.0,6245.43,6286.27,436.5440603506553,2733035.076169358,4387
2018-09-12 19:00:00,6242.85,6246.88,6225.24,6261.86,1115.31825692487,6961143.954529324,3620
2018-09-12 18:00:00,6256.78,6242.94,6240.48,6277.31,1047.9136220521596,6555745.590239983,3951
2018-09-12 17:00:00,6248.0,6256.79,6234.99,6263.57,968.206141694442,6050770.394772813,5347
2018-09-12 16:00:00,6245.52,6248.0,6200.0,6255.62,934.8788077060339,5823030.561503778,6894
2018-09-12 15:00:00,6258.88,6245.52,6227.39,6269.14,734.7713830801616,4591550.324395904,6370
2018-09-12 14:00:00,6280.08,6258.88,6248.35,6285.57,898.4229882356447,5630804.491449907,3547
2018-09-12 13:00:00,6273.11,6280.09,6270.24,6304.95,767.4229805454721,4822328.827716312,3912
2018-09-12 12:00:00,6263.28,6273.9,6253.32,6288.54,514.8805250870367,3229617.4675742392,3603
2018-09-12 11:00:00,6258.0,6263.28,6218.0,6265.2,1006.8547753920789,6286065.415044709,6034
2018-09-12 10:00:00,6266.64,6255.79,6237.49,6280.0,874.5118510955476,5473396.103124169,4431
2018-09-12 09:00:00,6265.34,6267.01,6258.31,6280.94,594.3586284364546,3729408.4313735683,3265
2018-09-12 08:00:00,6291.94,6265.38,6260.01,6300.5,840.726097092518,5287001.798204427,3237
2018-09-12 07:00:00,6298.9,6291.94,6273.73,6305.85,1061.4636737324226,6679898.76302993,3049
2018-09-12 06:00:00,6315.91,6298.9,6293.63,6320.0,980.4485607754069,6182477.798419249,3836
2018-09-12 05:00:00,6261.02,6315.93,6244.72,6320.0,934.2488651212482,5860665.113730056,3974
2018-09-12 04:00:00,6269.64,6259.84,6249.7,6278.42,511.90373787556985,3205084.74201858,2713
2018-09-12 03:00:00,6245.62,6271.05,6234.28,6286.08,388.8296071290295,2434426.2201845325,3295
2018-09-12 02:00:00,6242.57,6245.63,6190.76,6252.72,414.02466594287006,2579514.408338767,5233
2018-09-12 01:00:00,6258.81,6241.88,6226.0,6259.87,1338.835545696437,8360461.699226558,3590
2018-09-12 00:00:00,6254.2,6259.17,6237.97,6270.12,957.6667127093757,5990637.545250168,4278
2018-09-11 23:00:00,6211.83,6254.2,6188.0,6256.43,1512.6973836809555,9430867.933143081,6779
2018-09-11 22:00:00,6290.64,6213.19,6172.0,6298.06,1069.9605974161639,6694148.531183788,5949
2018-09-11 21:00:00,6274.98,6292.03,6273.92,6303.19,666.5896491978914,4194130.607219463,4656
2018-09-11 20:00:00,6281.4,6274.98,6261.09,6293.63,1079.9419816585262,6777644.8830670845,4185
2018-09-11 19:00:00,6315.3,6281.4,6250.0,6321.0,1449.757139716021,9103792.753025664,5806
2018-09-11 18:00:00,6335.79,6314.42,6310.0,6336.17,1004.0595805069981,6348780.639483174,3540
2018-09-11 17:00:00,6325.23,6336.04,6320.68,6346.51,646.0861761228425,4092196.535399214,3436
2018-09-11 16:00:00,6315.03,6325.24,6304.16,6329.77,662.6297003720808,4188078.2514188234,3714
2018-09-11 15:00:00,6334.2,6315.0,6300.0,6340.58,761.5059959326996,4816487.262360139,3294
2018-09-11 14:00:00,6333.8,6334.88,6333.01,6350.0,1028.0366563905989,6522053.103941253,2522
2018-09-11 13:00:00,6328.8,6333.8,6315.3,6344.96,1080.0974323051269,6837960.588889,3096
2018-09-11 12:00:00,6354.97,6328.8,6319.13,6363.79,1044.4306175675301,6627784.588636354,3293
2018-09-11 11:00:00,6361.33,6354.97,6354.96,6377.6,715.5958563078988,4558195.03019345,2823
2018-09-11 10:00:00,6378.11,6361.27,6347.05,6397.74,763.3749335692212,4857685.083354111,4434
2018-09-11 09:00:00,6324.8,6381.06,6322.5,6381.06,431.1245409714741,2732637.9850529283,3941
2018-09-11 08:00:00,6313.9,6324.81,6289.3,6345.0,921.4715507690605,5817205.264005637,3969
2018-09-11 07:00:00,6294.31,6313.89,6261.0,6319.0,910.5097330455653,5740023.008860795,3098
2018-09-11 06:00:00,6295.65,6294.9,6271.36,6299.59,443.2487679193432,2786824.26056312,2813
2018-09-11 05:00:00,6310.4,6295.99,6292.35,6316.74,366.62359701809163,2311818.56344268,2556
2018-09-11 04:00:00,6273.6,6310.4,6242.83,6340.0,268.3933770262082,1689656.7197163443,3911
2018-09-11 03:00:00,6276.45,6274.39,6272.67,6277.49,4.7607,29872.998462,90
2018-09-11 02:00:00,6264.13,6275.48,6246.0,6290.0,845.4841293283982,5298083.16832684,1804
2018-09-11 01:00:00,6259.82,6264.5,6238.51,6282.66,926.7582025825714,5804774.797010414,3224
2018-09-11 00:00:00,6298.63,6259.82,6226.0,6301.0,898.3142626573899,5632742.104515356,4248
2018-09-10 23:00:00,6310.49,6298.63,6275.25,6310.86,782.3039889760835,4927832.478155312,2621
2018-09-10 22:00:00,6300.62,6310.0,6297.45,6348.78,1145.2460534226598,7228370.268915084,2983
2018-09-10 21:00:00,6304.39,6301.32,6275.0,6318.41,1424.49480160216,8965056.449239982,4438
2018-09-10 20:00:00,6316.25,6304.27,6299.53,6316.74,766.6563667711523,4834634.158525658,2001
2018-09-10 19:00:00,6305.51,6315.49,6282.07,6322.4,693.3221414932993,4368249.052924497,2379
2018-09-10 18:00:00,6299.8,6305.66,6252.98,6320.26,664.9435639906227,4181502.9045959716,2845
2018-09-10 17:00:00,6300.8,6299.44,6263.84,6305.91,521.117990826704,3278161.489036724,3606
2018-09-10 16:00:00,6328.32,6300.98,6292.09,6333.64,285.0496145287747,1799576.645177701,2644
2018-09-10 15:00:00,6333.0,6328.46,6312.99,6349.04,734.4529219847846,4650477.794681957,3833
2018-09-10 14:00:00,6304.8,6331.98,6299.18,6331.98,631.6359007747034,3981737.1793537014,1891
2018-09-10 13:00:00,6282.43,6304.23,6281.19,6308.42,809.9339557875287,5101051.464758598,2127
2018-09-10 12:00:00,6314.79,6284.21,6272.77,6314.8,838.1616329876812,5282923.27301335,2375
2018-09-10 11:00:00,6321.6,6314.79,6295.0,6322.56,718.6766266887959,4535386.25295496,1811
2018-09-10 10:00:00,6331.02,6322.24,6312.95,6350.0,573.7450583151134,3630400.3688324913,2525
2018-09-10 09:00:00,6264.38,6328.97,6264.38,6381.0,609.189667895796,3845871.915242398,3441
2018-09-10 08:00:00,6250.67,6264.36,6248.54,6277.91,215.56075934665463,1350439.151875548,2091
2018-09-10 07:00:00,6255.53,6249.05,6240.01,6289.45,304.5266812831017,1906892.826459349,2319
2018-09-10 06:00:00,6370.98,6255.05,6215.0,6373.07,1023.3721814205597,6430452.815473109,6708
2018-09-10 05:00:00,6392.44,6370.98,6368.02,6394.65,735.8200110591667,4699634.913529537,1541
2018-09-10 04:00:00,6383.39,6392.45,6379.71,6394.95,713.9552631032417,4561822.657699639,1518
2018-09-10 03:00:00,6374.12,6383.49,6372.84,6392.41,647.4291275438839,4132547.7116884943,1228
2018-09-10 02:00:00,6379.2,6374.12,6374.12,6394.51,678.0562862472435,4329005.890147895,1436
2018-09-10 01:00:00,6385.89,6378.66,6372.44,6389.9,690.3342460749121,4404748.009735156,2820
2018-09-10 00:00:00,6375.07,6385.89,6369.81,6387.71,688.769657824279,4393579.536343618,3676
2018-09-09 23:00:00,6385.22,6375.07,6358.76,6391.22,560.2324944133746,3571642.5264028665,3474
2018-09-09 22:00:00,6410.05,6385.89,6385.22,6430.0,616.0211781501848,3944585.7514367974,4098
2018-09-09 21:00:00,6400.0,6410.04,6390.86,6449.0,847.1397765965644,5430190.556014872,4694
2018-09-09 20:00:00,6378.84,6400.0,6372.87,6408.0,1231.6350375080756,7871095.171722557,3851
2018-09-09 19:00:00,6366.01,6378.56,6363.03,6389.0,882.4686502181056,5625864.932108954,3826
2018-09-09 18:00:00,6378.99,6366.08,6358.85,6396.09,810.3112980966005,5166636.659058553,4165
2018-09-09 17:00:00,6200.06,6378.99,6200.0,6448.35,1899.91437768682,12048203.497776687,9754
2018-09-09 16:00:00,6186.73,6200.02,6186.32,6204.04,663.8342241226743,4113910.839215138,2402
2018-09-09 15:00:00,6190.01,6186.74,6178.04,6200.01,389.45052715018187,2410491.391498181,1752
2018-09-09 14:00:00,6182.14,6190.02,6180.66,6197.77,218.7912070361507,1354538.7061746595,2114
2018-09-09 13:00:00,6174.02,6182.27,6170.56,6189.27,852.297702316236,5268231.3738521915,1978
2018-09-09 12:00:00,6174.03,6175.0,6168.26,6193.12,1030.5790929857505,6368120.272088126,2337
2018-09-09 11:00:00,6160.87,6174.47,6144.44,6182.25,1051.6997883469662,6486623.631728079,4437
2018-09-09 10:00:00,6204.6,6160.86,6149.62,6205.91,967.3715928652579,5972198.835390166,3146
2018-09-09 09:00:00,6176.51,6205.66,6176.5,6207.24,652.7022569278896,4040474.130153859,2541
2018-09-09 08:00:00,6183.98,6176.51,6162.23,6185.0,361.5596562395562,2232675.3238553866,2613
2018-09-09 07:00:00,6181.88,6183.98,6170.99,6195.0,901.6489552595424,5573184.933185972,2734
2018-09-09 06:00:00,6183.78,6181.87,6157.38,6205.0,1129.0550774109902,6982688.231831812,2332
2018-09-09 05:00:00,6171.0,6183.79,6158.42,6184.17,1016.1637189584471,6273472.52974573,2057
2018-09-09 04:00:00,6179.79,6171.79,6120.0,6184.43,1216.9055103077608,7492969.433913265,4924
2018-09-09 03:00:00,6188.79,6178.73,6160.0,6205.74,631.1571388444501,3903893.19240754,2285
2018-09-09 02:00:00,6211.62,6191.35,6130.0,6216.96,1228.2815959951365,7584849.6687592,8123
2018-09-09 01:00:00,6367.08,6211.62,6172.13,6400.01,2244.1144596181484,14077178.409206592,12496
2018-09-09 00:00:00,6428.43,6367.08,6358.4,6434.9,1145.187522246808,7345559.196501388,4210
2018-09-08 23:00:00,6403.98,6428.43,6387.94,6431.85,1361.9348749308099,8733712.453061402,2430
2018-09-08 22:00:00,6413.81,6404.0,6382.88,6413.82,1094.1671625260153,7003322.574796364,2575
2018-09-08 21:00:00,6409.34,6413.96,6386.0,6420.62,1117.6910507013615,7160323.2744871145,2702
2018-09-08 20:00:00,6433.0,6409.34,6366.25,6433.0,1983.9272942510822,12697980.330599839,5344
2018-09-08 19:00:00,6459.97,6432.25,6420.0,6462.55,876.7054290348755,5647007.2967410805,2051
2018-09-08 18:00:00,6466.36,6460.09,6453.8,6470.14,612.0094410947446,3952807.275805864,1616
2018-09-08 17:00:00,6461.9,6466.48,6440.0,6480.0,409.80141679135033,2646556.285973713,1950
2018-09-08 16:00:00,6449.5,6461.91,6447.21,6474.65,350.12659166413675,2261365.69876753,2232
2018-09-08 15:00:00,6445.58,6447.5,6441.59,6452.86,254.69857859153666,1641960.5859463757,1458
2018-09-08 14:00:00,6442.8,6445.62,6441.16,6465.83,1115.7024670107155,7197007.350402454,1806
2018-09-08 13:00:00,6429.52,6443.0,6425.1,6448.58,951.0820853941051,6119794.006165302,1450
2018-09-08 12:00:00,6429.57,6430.0,6412.2,6439.58,1162.1697508025532,7468091.69680528,1999
2018-09-08 11:00:00,6445.1,6429.06,6420.0,6459.23,1333.0068692967877,8579462.28366503,2014
2018-09-08 10:00:00,6426.87,6445.1,6425.86,6470.0,1544.1010034171595,9963281.079634547,6273
2018-09-08 09:00:00,6435.91,6425.27,6423.0,6442.34,660.9532991092631,4250985.23761502,1650
2018-09-08 08:00:00,6400.27,6436.08,6398.49,6449.53,754.674863546918,4850763.653635959,2629
2018-09-08 07:00:00,6400.01,6399.95,6384.44,6421.38,348.1209099422827,2230845.806369,2146
2018-09-08 06:00:00,6424.19,6400.01,6393.25,6428.31,1013.401945589906,6500944.224957428,2173
2018-09-08 05:00:00,6456.34,6426.63,6410.18,6456.34,1199.5863119527135,7725027.406588,1618
2018-09-08 04:00:00,6421.78,6456.34,6413.72,6457.49,1102.7737827610338,7093794.183219665,1456
2018-09-08 03:00:00,6416.82,6419.86,6408.17,6436.63,836.6373821126876,5373713.961564288,1576
2018-09-08 02:00:00,6422.12,6416.28,6402.32,6437.9,649.074843076057,4163567.9333018283,2455
2018-09-08 01:00:00,6437.93,6421.0,6391.3,6450.98,596.3992506835128,3824448.056490413,3487
2018-09-08 00:00:00,6378.73,6436.94,6358.83,6480.06,760.3780702195658,4897239.415645466,6397
2018-09-07 23:00:00,6416.03,6379.58,6358.98,6444.11,564.7287142796904,3620080.948862264,4447
2018-09-07 22:00:00,6439.76,6418.07,6401.45,6479.76,469.83990520595376,3026992.348707392,3784
2018-09-07 21:00:00,6428.07,6439.77,6419.73,6450.0,344.48093577638673,2217378.3421527673,3717
2018-09-07 20:00:00,6366.59,6428.73,6366.59,6446.47,1046.0825773452516,6699731.327829071,5059
2018-09-07 19:00:00,6364.45,6364.9,6342.87,6388.0,1392.6352581372848,8870065.171812106,4510
2018-09-07 18:00:00,6453.32,6363.02,6318.15,6455.0,1949.7511362201549,12435479.11457765,9281
2018-09-07 17:00:00,6449.48,6454.85,6432.03,6463.41,1025.0743047525248,6610556.400178552,3897
2018-09-07 16:00:00,6484.0,6450.09,6430.0,6485.33,1010.8216304951045,6519326.011266507,5412
2018-09-07 15:00:00,6467.4,6482.09,6465.0,6490.12,1159.090595788761,7507832.729138015,3283
2018-09-07 14:00:00,6512.0,6467.4,6455.0,6534.15,1881.743323773515,12223584.370889863,4361
2018-09-07 13:00:00,6488.9,6508.64,6488.9,6513.09,1300.1583708524963,8452756.003932625,3559
2018-09-07 12:00:00,6493.08,6489.3,6474.2,6497.0,1488.2951038025674,9654454.783631785,2596
2018-09-07 11:00:00,6497.01,6492.88,6490.5,6511.87,1054.218562623455,6852963.115532448,2401
2018-09-07 10:00:00,6519.6,6497.0,6484.49,6539.46,1055.7088030974855,6879338.312344551,4498
2018-09-07 09:00:00,6489.44,6518.9,6489.44,6527.5,815.7840165057547,5305778.808668518,4394
